approved_id,KEGGID,ChEMBLID,compound_name,smiles
approved_1023,D01312,CHEMBL1615487,iodoxamic acid,O=C(CCOCCOCCOCCOCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I
approved_1024,D01313,,iobenzamic acid,Nc1c(I)cc(I)c(C(=O)N(CCC(=O)O)c2ccccc2)c1I
approved_1025,D01316,,mexazolam,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12
approved_1026,D01317,CHEMBL3989555,meclizine hydrochloride,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1
approved_1027,D01318,CHEMBL1529,difenidol hydrochloride,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1
approved_1028,D01319,,sulbutiamine,CC(=C(CCOC(=O)C(C)C)SSC(CCOC(=O)C(C)C)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N
approved_1029,D01321,CHEMBL285802,zotepine,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21
approved_1030,D01322,,troleandomycin,COC1CC(OC2C(C)C(=O)OC(C)C(C)C(OC(C)=O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3OC(C)=O)C2C)OC(C)C1OC(C)=O
approved_1031,D01323,,azosemide,NS(=O)(=O)c1cc(-c2nn[nH]n2)c(NCc2cccs2)cc1Cl
approved_1032,D01324,CHEMBL73451,mequitazine,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2
approved_1033,D01325,CHEMBL365795,tiaprofenic acid,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1
approved_1034,D01326,,aprindine hydrochloride,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1
approved_1035,D01327,,diflorasone diacetate,CC(=O)OCC(=O)C1(OC(C)=O)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
approved_1036,D01328,CHEMBL1697737,clotiazepam,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl
approved_1037,D01329,,oxendolone,CCC1CC2C3CCC4=CC(=O)CCC4C3CCC2(C)C1O
approved_1038,D01332,CHEMBL534,ketotifen fumarate,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
approved_1039,D01333,,urapidil,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1
approved_1040,D01334,,ciclacillin,CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O
approved_1041,D01336,CHEMBL1200974,carbinoxamine maleate,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1
approved_1042,D01338,,ipriflavone,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1
approved_1043,D01339,,midecamycin,CCC(=O)OC1CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(O)C(OC(=O)CC)C(C)O3)C(N(C)C)C2O)C1OC
approved_1044,D01340,,naloxone hydrochloride,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5
approved_1045,D01341,,tiaramide hydrochloride,O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1
approved_1046,D01342,,indocyanine green,CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)N(CCCCS(=O)(=O)O)c2ccc3ccccc3c21
approved_1047,D01343,CHEMBL22108,dimetindene maleate,CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1
approved_1048,D01346,,bentiromide,O=C(O)c1ccc(NC(=O)C(Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1
approved_1049,D01347,,tramazoline hydrochloride,c1cc2c(c(NC3=NCCN3)c1)CCCC2
approved_1050,D01348,,terguride,CCN(CC)C(=O)NC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1
approved_1051,D01350,,streptomycin sulfate,CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O
approved_1052,D01353,,emorfazone,CCOc1c(N2CCOCC2)cnn(C)c1=O
approved_1053,D01354,,fludiazepam,CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
approved_1054,D01355,CHEMBL1237065,tramadol hydrochloride,COc1cccc(C2(O)CCCCC2CN(C)C)c1
approved_1055,D01357,,betamethasone valerate,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
approved_1056,D01358,CHEMBL544428,mianserin hydrochloride,CN1CCN2c3ccccc3Cc3ccccc3C2C1
approved_1057,D01359,,etomidoline,CCN1C(=O)c2ccccc2C1Nc1ccc(OCCN2CCCCC2)cc1
approved_1058,D01360,CHEMBL1330729,clenbuterol hydrochloride,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1
approved_1059,D01361,,erythromycin ethylsuccinate,CCOC(=O)CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C
approved_1060,D01362,CHEMBL1159717,tulobuterol hydrochloride,CC(C)(C)NCC(O)c1ccccc1Cl
approved_1061,D01363,,carboplatin,O=C(O)C1(C(=O)O)CCC1
approved_1062,D01364,CHEMBL242580,ciclopirox olamine,Cc1cc(C2CCCCC2)n(O)c(=O)c1
approved_1063,D01365,,trepibutone,CCOc1cc(OCC)c(C(=O)CCC(=O)O)cc1OCC
approved_1064,D01366,CHEMBL264374,bezafibrate,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O
approved_1065,D01367,,fluorometholone,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
approved_1066,D01369,,bevantolol hydrochloride,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC
approved_1067,D01370,,cladribine,Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1
approved_1068,D01372,CHEMBL135400,zopiclone,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
approved_1069,D01373,CHEMBL1256786,formoterol fumarate,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1
approved_1070,D01374,,allylestrenol,C=CCC1(O)CCC2C3CCC4=CCCCC4C3CCC21C
approved_1071,D01375,,metenolone acetate,CC(=O)OC1CCC2C3CCC4CC(=O)C=C(C)C4(C)C3CCC12C
approved_1072,D01376,CHEMBL1201172,iodamide,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I
approved_1073,D01377,,prifinium bromide,CC[N+]1(CC)CCC(=C(c2ccccc2)c2ccccc2)C1C
approved_1074,D01379,,proscillaridin,CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O
approved_1075,D01380,,propyphenazone,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C
approved_1076,D01381,,crotamiton,CC=CC(=O)N(CC)c1ccccc1C
approved_1077,D01382,CHEMBL450,metharbital,CCC1(CC)C(=O)NC(=O)N(C)C1=O
approved_1078,D01383,CHEMBL1701,pethidine hydrochloride,CCOC(=O)C1(c2ccccc2)CCN(C)CC1
approved_1079,D01385,,ibudilast,CC(C)C(=O)c1c(C(C)C)nn2ccccc12
approved_1080,D01387,,amcinonide,CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
approved_1081,D01389,CHEMBL1200972,clofedanol hydrochloride,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl
approved_1082,D01390,CHEMBL1711,dl-isoprenaline hydrochloride,CC(C)NCC(O)c1ccc(O)c(O)c1
approved_1083,D01391,,bromisoval,CC(C)C(Br)C(=O)NC(N)=O
approved_1084,D01392,,mizoribine,NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1O
approved_1085,D01394,,epirizole,COc1cc(C)nc(-n2nc(C)cc2OC)n1
approved_1086,D01395,,actarit,CC(=O)Nc1ccc(CC(=O)O)cc1
approved_1087,D01396,,pyridinol carbamate,CNC(=O)OCc1cccc(COC(=O)NC)n1
approved_1088,D01397,,ampiroxicam,CCOC(=O)OC(C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21
approved_1089,D01398,,bismuth subgallate,O=C(O)c1cc(O)c(O)c(O)c1
approved_1090,D01400,,methyl parahydroxybenzoate,COC(=O)c1ccc(O)cc1
approved_1091,D01401,,cefpirome sulfate,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3cccc4c3CCC4)CSC12)c1csc(N)n1
approved_1092,D01404,,sobuzoxane,CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O
approved_1093,D01405,,norfenefrine hydrochloride,NCC(O)c1cccc(O)c1
approved_1094,D01406,,tocopherol calcium succinate,Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2
approved_1095,D01407,,thiamphenicol,CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1
approved_1096,D01409,,acetylpheneturide,CCC(C(=O)NC(=O)NC(C)=O)c1ccccc1
approved_1097,D01410,CHEMBL1528134,benzydamine hydrochloride,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12
approved_1098,D01413,,estradiol valerate,CCCCC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C
approved_1099,D01414,,ethylestrenol,CCC1(O)CCC2C3CCC4=CCCCC4C3CCC21C
approved_1100,D01415,,cefotiam hexetil hydrochloride,CC(OC(=O)OC1CCCCC1)OC(=O)C1=C(CSc2nnnn2CCN(C)C)CSC2C(NC(=O)Cc3csc(N)n3)C(=O)N12
approved_1101,D01416,,nedaplatin,O=C(O)CO
approved_1102,D01417,,meprylcaine hydrochloride,CCCNC(C)(C)COC(=O)c1ccccc1
approved_1103,D01418,,tamibarotene,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21
approved_1104,D01420,,butyl parahydroxybenzoate,CCCCOC(=O)c1ccc(O)cc1
approved_1105,D01421,CHEMBL463,sodium p-aminophippurate,Nc1ccc(C(=O)NCC(=O)O)cc1
approved_1106,D01422,,propyl parahydroxybenzoate,CCCOC(=O)c1ccc(O)cc1
approved_1107,D01423,,suplatast tosilate,CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1
approved_1108,D01425,,none,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O
approved_1109,D01426,CHEMBL1220,tinidazole,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
approved_1110,D01427,,benproperine phosphate,CC(COc1ccccc1Cc1ccccc1)N1CCCCC1
approved_1111,D01428,CHEMBL32800,fenoterol hydrobromide,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1
approved_1112,D01429,,fosfluconazole,O=P(O)(O)OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
approved_1113,D01430,CHEMBL1314,tiopronin,CC(S)C(=O)NCC(=O)O
approved_1114,D01431,,piromidic acid,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21
approved_1115,D01433,,trans-pi-oxocamphor,CC12CCC(CC1=O)C2(C)C=O
approved_1116,D01434,,deprodone propionate,CCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
approved_1117,D01438,,perlapine,CN1CCN(C2=Nc3ccccc3Cc3ccccc32)CC1
approved_1118,D01441,CHEMBL1642,imatinib mesilate,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
approved_1119,D01444,,bunitrolol hydrochloride,CC(C)(C)NCC(O)COc1ccccc1C#N
approved_1120,D01445,CHEMBL305187,ifenprodil tartrate,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1
approved_1121,D01449,,carpipramine maleate,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1
approved_1122,D01451,,scopolamine butylbromide,CCCC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12
approved_1123,D01452,,isopropyl unoprostone,CCCCCCCC(=O)CCC1C(O)CC(O)C1CC=CCCCC(=O)OC(C)C
approved_1124,D01455,,cibenzoline succinate,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1
approved_1125,D01459,CHEMBL1098319,mesna,O=S(=O)(O)CCS
approved_1126,D01460,,homochlorcyclizine hydrochloride,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
approved_1127,D01464,,flumetasone pivalate,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C
approved_1128,D01465,,nizofenone fumarate,CCN(CC)Cc1nccn1-c1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1Cl
approved_1129,D01466,,ethenzamide,CCOc1ccccc1C(N)=O
approved_1130,D01467,,roxatidine acetate hydrochloride,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1
approved_1131,D01468,,nemonapride,CNc1cc(OC)c(C(=O)NC2CCN(Cc3ccccc3)C2C)cc1Cl
approved_1132,D01469,,amosulalol hydrochloride,COc1ccccc1OCCNCC(O)c1ccc(C)c(S(N)(=O)=O)c1
approved_1133,D01472,,tacalcitol hydrate,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)C(C)C)CC(O)CC1O
approved_1134,D01473,,flomoxef sodium,COC1(CC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)COC21
approved_1135,D01474,CHEMBL1200507,iodixanol,CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I
approved_1136,D01475,,flurbiprofen axetil,CC(=O)OC(C)OC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1
approved_1137,D01476,,nandrolone cyclohexylpropionate,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2OC(=O)CCC1CCCCC1
approved_1138,D01477,,opipramol hydrochloride,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1
approved_1139,D01478,,ebastine,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1
approved_1140,D01479,,ambroxol hydrochloride,Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1
approved_1141,D01480,CHEMBL1571863,isoconazole nitrate,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1
approved_1142,D01481,,dihydrocodeine phosphate,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341
approved_1143,D01483,,fominoben hydrochloride,CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1
approved_1144,D01485,CHEMBL251940,propericiazine,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2
approved_1145,D01488,,calcium glycerophosphate,O=P(O)(O)OC(CO)CO
approved_1146,D01489,,sulbenicillin sodium,CC1(C)SC2C(NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2C1C(=O)O
approved_1147,D01491,,butropium bromide,CCCCOc1ccc(C[N+]2(C)C3CCC2CC(OC(=O)C(CO)c2ccccc2)C3)cc1
approved_1148,D01495,,tipepidine hibenzate,CN1CCCC(=C(c2cccs2)c2cccs2)C1
approved_1149,D01496,,drotebanol,COc1ccc2c(c1OC)C13CCN(C)C(C2)C1(O)CCC(O)C3
approved_1150,D01498,,butoctamide semisuccinate,CCCCC(CC)CNC(=O)CC(C)OC(=O)CCC(=O)O
approved_1151,D01499,,pivmecillinam hydrochloride,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(N=CN3CCCCCC3)C2SC1(C)C
approved_1152,D01500,,trimebutine maleate,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C
approved_1153,D01504,,bufetolol hydrochloride,CC(C)(C)NCC(O)COc1ccccc1OCC1CCCO1
approved_1154,D01505,,talipexole hydrochloride,C=CCN1CCc2nc(N)sc2CC1
approved_1155,D01506,,dimemorfan phosphate,Cc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3
approved_1156,D01507,,tolperisone hydrochloride,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1
approved_1157,D01510,,dexamethasone metasulfobenzoate sodium,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)c1cccc(S(=O)(=O)O)c1
approved_1158,D01512,,befunolol hydrochloride,CC(=O)c1cc2cccc(OCC(O)CNC(C)C)c2o1
approved_1159,D01513,,alminoprofen,C=C(C)CNc1ccc(C(C)C(=O)O)cc1
approved_1160,D01514,,etizolam,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl
approved_1161,D01517,,ceftezole sodium,O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CSC12
approved_1162,D01518,,alfacalcidol,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O
approved_1163,D01519,,ethyl piperidinoacetylaminobenzoate,CCOC(=O)c1ccc(NC(=O)CN2CCCCC2)cc1
approved_1164,D01521,,pipethanate hydrochloride,O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1
approved_1165,D01522,,tiapride hydrochloride,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC
approved_1166,D01523,,arbekacin sulfate,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC1OC(CO)C(O)C(N)C1O
approved_1167,D01525,,carbazochrome sodium sulfonate hydrate,CN1c2cc(O)c(N=NC(N)=O)cc2CC1S(=O)(=O)O
approved_1168,D01526,,sulfisomidine,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1
approved_1169,D01527,,epidihydrocholesterin,CC(C)CCCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
approved_1170,D01528,,cefroxadine,COC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1
approved_1171,D01529,,gefarnate,CC(C)=CCCC(C)=CCCC(C)=CCCC(=O)OCC=C(C)CCC=C(C)C
approved_1172,D01530,,tocopherol nicotinate,Cc1c(C)c2c(c(C)c1OC(=O)c1cccnc1)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2
approved_1173,D01531,CHEMBL30116,pipemidic acid hydrate,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21
approved_1174,D01533,,mestanolone,CC12CCC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O
approved_1175,D01534,,drostanolone propionate,CCC(=O)OC1CCC2C3CCC4CC(=O)C(C)CC4(C)C3CCC12C
approved_1176,D01538,,valethamate bromide,CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1
approved_1177,D01539,,laureth 4,CCCCCCCCCCCCOCCO
approved_1178,D01540,,dimeticone,CO[Si](C)(C)[Si](C)(C)C
approved_1179,D01542,,macrogol ester,CCCCCCCCCCCCCCCCCC(=O)OCCO
approved_1180,D01543,,nylidrin hydrochloride,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1
approved_1181,D01544,,carmellose sodium,O=CC(O)C(O)C(O)C(O)CO
approved_1182,D01545,CHEMBL93645,aceclofenac,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl
approved_1183,D01546,,dosulepin hydrochloride,CN(C)CCC=C1c2ccccc2CSc2ccccc21
approved_1184,D01547,,zaltoprofen,CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2
approved_1185,D01548,,mosapramine hydrochloride,O=C1NC2CCCCN2C12CCN(CCCN1c3ccccc3CCc3cc(Cl)ccc31)CC2
approved_1186,D01549,,imidapril hydrochloride,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(=O)N(C)CC1C(=O)O
approved_1187,D01550,,liranaftate,COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1
approved_1188,D01551,,beraprost sodium,CC#CCC(C)C(O)C=CC1C(O)CC2Oc3c(CCCC(=O)O)cccc3C21
approved_1189,D01552,CHEMBL290916,edaravone,CC1=NN(c2ccccc2)C(=O)C1
approved_1190,D01553,,manidipine hydrochloride,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1
approved_1191,D01554,,pilsicainide hydrochloride hydrate,Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2
approved_1192,D01555,CHEMBL1200614,ioversol,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I
approved_1193,D01557,,glycol salicylate,O=C(OCCO)c1ccccc1O
approved_1194,D01559,,ethyl l-cysteine hydrochloride,CCOC(=O)C(N)CS
approved_1195,D01560,,carumonam sodium,NC(=O)OCC1C(NC(=O)C(=NOCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O
approved_1196,D01562,,aranidipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-]
approved_1197,D01563,,indigocarmine,O=C1C(c2[nH]c3ccc(S(=O)(=O)O)cc3c2O)=Nc2ccc(S(=O)(=O)O)cc21
approved_1198,D01564,,rilmazafone hydrochloride hydrate,CN(C)C(=O)c1nc(CNC(=O)CN)n(-c2ccc(Cl)cc2C(=O)c2ccccc2Cl)n1
approved_1199,D01565,,indometacin farnesil,COc1ccc2c(c1)c(CC(=O)OCC=C(C)CCC=C(C)CCC=C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1
approved_1200,D01566,,gusperimus hydrochloride,NCCCNCCCCNC(=O)C(O)NC(=O)CCCCCCN=C(N)N
approved_1201,D01568,,cefpimizole sodium,O=C(O)C1=C(C[n+]2ccc(CCS(=O)(=O)[O-])cc2)CSC2C(NC(=O)C(NC(=O)c3nc[nH]c3C(=O)O)c3ccccc3)C(=O)N12
approved_1202,D01569,,cloperastine fendizoate,Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1
approved_1203,D01570,CHEMBL1201308,n-isopropyl-p-iodoamphetamine,CC(C)NC(C)Cc1ccc(I)cc1
approved_1204,D01571,CHEMBL159226,moxisylyte hydrochloride,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C
approved_1205,D01573,CHEMBL86882,etilefrine hydrochloride,CCNCC(O)c1cccc(O)c1
approved_1206,D01574,,methyl l-cysteine hydrochloride,COC(=O)C(N)CS
approved_1207,D01575,CHEMBL333826,dequalinium chloride,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21
approved_1208,D01578,,pranoprofen,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2
approved_1209,D01581,CHEMBL23588,flufenamic acid,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
approved_1210,D01582,CHEMBL189171,acemetacin,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
approved_1211,D01583,CHEMBL1256391,pirfenidone,Cc1ccc(=O)n(-c2ccccc2)c1
approved_1212,D01584,,anetholtrithion,COc1ccc(-c2cc(=S)ss2)cc1
approved_1213,D01588,CHEMBL486696,domiphen bromide,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1
approved_1214,D01589,,mabuterol hydrochloride,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1
approved_1215,D01592,CHEMBL24441,betahistine mesilate,CNCCc1ccccn1
approved_1216,D01593,,nimetazepam,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21
approved_1217,D01594,CHEMBL1089221,bendazac,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12
approved_1218,D01597,CHEMBL304902,clotiapine,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1
approved_1219,D01598,,calcium l-aspartate hydrate,NC(CC(=O)O)C(=O)O
approved_1220,D01599,CHEMBL427216,gliclazide,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1
approved_1221,D01600,,diphenylpiperidinomethyldioxolan iodide,C[N+]1(CC2COC(c3ccccc3)(c3ccccc3)O2)CCCCC1
approved_1222,D01602,,mepitiostane,COC1(OC2CCC3C4CCC5CC6SC6CC5(C)C4CCC23C)CCCC1
approved_1223,D01603,,bethanidine sulfate,CN=C(NC)NCc1ccccc1
approved_1224,D01604,,efonidipine hydrochloride ethanolate,CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1
approved_1225,D01605,,meticrane,Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2
approved_1226,D01606,CHEMBL3561076,trimetazidine hydrochloride,COc1ccc(CN2CCNCC2)c(OC)c1OC
approved_1227,D01607,,dimorpholamine,CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1
approved_1228,D01608,CHEMBL1474889,clobutinol hydrochloride,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1
approved_1229,D01611,,polaprezinc,NCCC(O)=NC(Cc1cnc[nH]1)C(=O)O
approved_1230,D01612,CHEMBL1741134,sodium picosulfate hydrate,O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1
approved_1231,D01613,,azasetron hydrochloride,CN1C(=O)COc2c(C(=O)NC3CN4CCC3CC4)cc(Cl)cc21
approved_1232,D01615,,dexamethasone palmitate,CCCCCCCCCCCCCCCC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
approved_1233,D01616,,sodium prasterone sulfate hydrate,CC12CCC3C(CC=C4CC(OS(=O)(=O)O)CCC43C)C1CCC2=O
approved_1234,D01617,,estradiol dipropionate,CCC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(OC(=O)CC)CCC12
approved_1235,D01619,,hydrocortisone butyrate,CCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
approved_1236,D01620,,neticonazole hydrochloride,CCCCCOc1ccccc1C(=CSC)n1ccnc1
approved_1237,D01622,,riboflavin sodium phosphate,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)O)c2cc1C
approved_1238,D01624,,sarpogrelate hydrochloride,COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1
approved_1239,D01625,,sodium glucuronate hydrate,O=CC(O)C(O)C(O)C(O)C(=O)O
approved_1240,D01626,,propagermanium,O=C(O)CC[Ge](=O)O[Ge](=O)CCC(=O)O
